environment,seed,method_id,method,episode,scenario_seed,initial_observation_sha256,collision_event_observed,event_or_censor_time_steps,rmst_horizon_steps,network_frozen,updates_during_test
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,157,100157,4840e735e792fe3b6a240c4c966ce9b04f6a859f0f55c2a460e19371cc4e47d1,True,7,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,158,100158,00d1b45b552395ae4a053bdb19ce72566a9b7ca0aee21c65fbabc1d50c90898b,True,2,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,159,100159,3666cd4c4d221b56e9a94c077e319411e35b5a9504f0bec18f218c4881b14a06,True,3,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,160,100160,bccc37b676c3f8cb6a6a5e7181c0ecdc1afe8166dcf61c67e9db9dc306ca3955,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,161,100161,e0ee94dd014aeca31e7a8b072c3aa9ec0880ac6fe8d4beb737c06982335ba45a,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,162,100162,fde1f8acc08c6d3eb9f33568236701a0d0f19713e812ad589e4b1fc0f1121327,True,7,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,163,100163,d5a72dc5beb3ec5252c8a7c1b96e45b171d1e086d672420f1fc1acba4d7f6ef8,True,6,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,164,100164,9c8db1df2f1a9be2f9b5ddee79ea5418b9b3729078b9a2517143bf22bf016415,True,3,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,165,100165,74d496112f0ce3c4f8b383edfcbd11dd3b0a4f491bd1f07647efde56c3168102,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,166,100166,070ade843e7a375401a1cd5619be7bd26cfa2b819a350168fd5594e1a1d3f822,True,3,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,167,100167,1fd5c49c244e38af3485d919253bb7478044ff2f84c6a52f43ea1215ba804312,True,6,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,168,100168,4b7e07f9417690eabed3eb3cb0c52f25b136a98cd0f186658bdf6a0e25a4941e,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,169,100169,f5443a41df645687b7a8cd67398c27ba6182c21e480a1240d8c7dd2015c9e092,True,6,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,170,100170,647a06a2dd818cba961f6c2979501a06528c18f76c8cf7744c7d36a6dfe1e2ae,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,171,100171,ad24a0eb40e3dd3e5fc791f6240efd713051992724d7e5b4f514e393b27ce3b2,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,172,100172,9bfc516fa1060d4dfa940ca7b053dbccc93f1f1a9959f388be189bc9d339e64f,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,173,100173,9db84f5f9d9f59bec8d19105f290f6de546d756500f64694f92d46a448ad4a46,True,2,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,174,100174,05f71d0580f7a9e38a45787b643bc985d62b75175c6ed7d7a2c709e828e0b5eb,True,3,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,175,100175,69e1a72b928988279d310efda3c92ecc943d070087267342f645555488e4fa21,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,176,100176,508abfa7c808fd328992a96cfceceecfba91999cf9e5a87e28e4c4d031380f69,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,177,100177,e4eb45b30ca73a473a2c4fcc1e039746645e77ccfe0494e46f988ca4b538d0d6,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,178,100178,d68225e0b3fb5274cd60e74b83f70cdfa7580d269676d455ace1d5262b6be35b,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,179,100179,31da17826674fede75bf8428a2c874dd327a05de04360c1b3a0110034e02e88e,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,180,100180,ebec1eacd890798b1c4d59fe038ec371bb0dec7f4c9fcfa8bbf172a129ad6816,True,6,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,181,100181,9f9937c486218b9dd39491370ef9889eb1de20a11b787848b03716bb98f48344,True,7,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,182,100182,63bbf1ec0265b19cf7c985a1edb2bedbb0afec660e8213620652c963b26d7d8b,True,2,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,183,100183,bf6415fece4cce55174ed68e7f65c22932ba19a046ddad0f30d631c7eff55f5e,True,12,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,184,100184,dcae4cdc5ad377f6bea41ac66b815330f870454b8bed7d1537d68a89f1aeb140,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,185,100185,d968e032b170b9dfb4dcd42aee9a3b9b860e21ee775ecabecabd9eadd9c68213,True,7,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,186,100186,faafbe16a8f96c3d04dd534cd403e243e3e5e287c893d6b6f070fd3d9ecd212c,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,187,100187,5ccba88b9433670c6ff10f59a50a8e0d9c07baa4400100f22eac6a2b26f02f38,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,188,100188,f782a4236dcb139b68c8bc00796aeb68108c19cf3040386afe232a4d73181eab,True,7,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,189,100189,977da24f3a241ee945f7c9c5afdc94587ddd633de183deaf4d46cc2480d24372,True,2,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,190,100190,ed859846abf401e359027db83562cc7febbedfbe8f2be70233aa2a70c0b4c6da,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,191,100191,6038ace4f27cd468aec1fe02be530654c07da5149ff5231dd7f89dfa8e09ebbe,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,192,100192,f066188788124ed98684f4cfd3b6f7ba134915e846f8bdf476eecd9494251669,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,193,100193,0638ff311a1a9790172b6b64f77eb983bc91ebb690415d8b142492ec514a5918,True,15,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,194,100194,e4a11e7d995ca1100d8c360b8812541788df3dfe182e82a57cf34823e1bf8dcb,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,195,100195,1bd3954dfe0462aeeedcb7b648dedf391cdbd2f4d0d989e22def0304dec97d98,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,196,100196,b6d60efd9b1def40b807777d98027e30e0009bb85bb466578f64586036cd37d7,True,6,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,197,100197,00d44f8e7d8397d3647c684ba82c77e0e0d848ddad2e05954d1ccaae2be16996,True,7,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,198,100198,265a20e4c9bf7b059ba324e7bcae3627d9bb24864ae27179038601d972e8351e,True,6,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,199,100199,b5d0ef90e9401a8b1252bd0b39580d3ae0f7b5938b9079a3abd79b806fcbd7f9,True,7,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,200,100200,91f71e4e8db2f995814fd27e2fa93752b3ef3d5dab309cc07ae7ec3dc705e5fc,True,6,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,201,100201,2fe5dbaf2cd25b19d2295b9ab05e9754b106c52d930a6c28939794a09484171a,True,9,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,202,100202,dac8ea6c6d57656df53423472a73fc637c20e558e051bcac40ec2c4c9528c50f,True,10,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,203,100203,34491414aa210383c92422869fc5d97c78e579ff5cd64136cde14fa36ff1e666,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,204,100204,e3060b0e05c974197dc6c85c74ae6f90e4f4b1130bca2fea52b397188c17f516,True,3,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,205,100205,7b3c83236ff0a5ac0c44560b4c02db93d7866c1b5439c76311e89fd229d11c4e,True,15,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,206,100206,175f05dcbdf4c86108e620d971ceef4f857717d77ff9e6b51e32b5d522f544bf,True,7,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,207,100207,478499a4274c0935b13525ce77129ebd8a5c195d9903ed47c50929f49fd5043e,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,208,100208,3324742d0f09010e8a6b35c445844f49a4a63bf9e56d6a48b404577c98e24a38,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,209,100209,289dad8447e138246f85ffee7a8d5aca52bc104c6f89c5cefe9bb4c908b11c83,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,210,100210,62c0e0ce060cf17ca8e41138287ab7cca4b750136f134c041b2b860e1541dc4e,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,211,100211,b54c46f724e12ab26567540c7875d9f7d44ae7eb18a3b47f86b495a2c99507ba,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,212,100212,52611162b7d5dbf433b8c0d10ff53ba895ecc2fd66a5996e32f02d1fa825d633,True,9,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,213,100213,a4ac38af89267112430bfb5b0f341af01d69f06cc3c36876800a1860a67b7f51,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,214,100214,b21ba24fcf9c4feec0a4793f34817c5c93bde958eba97bc484928b833195ce40,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,215,100215,daa942852bbc9b00c6ce9bd9c32aa7411dec6bfa76543ab4fe890ad7415a3349,True,6,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,216,100216,e3533edd35b1b8447413c4d91fc1ca0a943f9f8f428147b1cb1ed4f51efc8159,True,6,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,217,100217,5722764ccf7762df5aaee5502924a1db7a2df82f8d418aa2f3578c2a4827d8a6,True,8,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,218,100218,96fe034513dad89c47b3c83e614919dcdf2b032b6300b0859c500305fb6a3acd,True,3,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,219,100219,4028e1e89fb93263fb44ffa92d796fb70572e6abb1734cc76a9a03cf6f16f2a1,True,15,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,220,100220,7d0e946c036632102925b849d3fdb34fe93952200ebdca872a39314022960ef0,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,221,100221,d23c1a86e11cedccc4fca910208635fc2d7a32c714ff214e8d951dfa27a03595,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,222,100222,5b4a31760803acb70f19155a71d64c3a3ad17b4899b511348f452044b6b503ae,True,6,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,223,100223,2a09c4a7c3c3602521fdf9d3e205d8fb3cf9f4aa25ffef63aa5b1c10c300a764,True,6,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,224,100224,d929607e33b436e452e95f483d6ddce6e630f25ba09c6b5eaeeebba2313bd0fe,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,225,100225,f64a300d980e0712aac844b880be591b2c0602dc9bfaef29e73b0c38f0ed2710,True,20,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,226,100226,4bd5d72a10fc9955c181a0173e4ecc23f40f3edcc5a6031089e969ad286aae6a,True,6,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,227,100227,b7924095dd9a2ed0abc7f98f3a4622368ba94704e5eaa1d66cde114085fa22a0,True,15,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,228,100228,482e6aeecd936c8b316190dd26fe27b1658888fe8481bf130c6d2f8b6c659d6e,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,229,100229,f467425f2a1c9df3c6325af6e41430174a53454d1f118509f04add3707553847,True,8,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,230,100230,7847aeb6aa49d8e908b389ebf5667bac211aa089a053f238dfa0635a787cba10,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,231,100231,d279b2fe73149cf27d609a59bb6432249d017786b09629b08414f18d7faf3522,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,232,100232,690e3cc03deff51ab63509a36be2668c3f0302bf2ffde220b451d47975f33a04,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,233,100233,d21f28c71142bd966eeaf508410717c6e442f5ce2d29c3c1ef1a7d92bfe2dc18,True,9,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,234,100234,0036eaffcba1da37f280657c63f4a6c4592d60c98ad04e64317dbe95da6164ca,True,15,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,235,100235,8582e241d8c13ada8aea132d6c7a89bba041caf4f46d8b14f79101f50484f050,True,3,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,236,100236,ed8ed16ad8871aed9fabb583e734da2bf93771e088b4df4f68b1d9ad2c61c8ca,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,237,100237,6a5795f30d2276495345aa14fa0a1cce86bfbca572560a53955d747ffe90025a,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,238,100238,ba3d5def9eaa33528710fd02fefb4d57b3ed60835697b0760632a17e85dd702d,True,7,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,239,100239,6a12325d2cb30b5ee1a4977e34bec034b63bb2161de28e098bf2c072844d2006,True,3,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,240,100240,dbe8335801da929cafbb7144c712c808fe6aca2468decd35c3a80ffd0964f154,True,8,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,241,100241,14002e817f499bfb01559bc90103eca0ba035dc9d39ca894480e289fe2598c18,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,242,100242,0ed75b991f5d4db8ae30cf3a31666eaac0c4571368b2e0316b5b5cc2e45c5993,True,2,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,243,100243,6f32fa4c007734839aaa81c24eef723799ecd9f1238ce81beb89423ee74d0b9c,True,3,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,244,100244,71b22b73ed2f729af789c87be725fa9919f132ffc71da5d2b1f1c10f6e14de51,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,245,100245,055e24b5e082116009e29f6de06b3b47bbf2b8ebf48e558f6ccc6dcc25b32b0a,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,246,100246,26620b343110355a3cf4e54e467e9ad275c52bd216296faef0cb796f16f7ff18,True,16,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,247,100247,61ed706ae58993282151b3ec811d7f0ee0d03b4e95fca6106ac9eeb0a1c98d2d,True,6,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,248,100248,ab92ca78f5426b10246b9d1d1b164a25125e1ebdbf99af49fa7420bd87652b48,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,249,100249,b804b5b39ec9fec93f96e33030fe51d4e5cd6c1277f1c623b40d1147c81d4ca0,True,6,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,250,100250,ef0b898d4399c79c282d6236206e2792fc9c9218b4ce26a6318084258af3f2b7,True,9,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,251,100251,769d2fc0baf18fa1ec88320371dd381177f5c106e094e362053fdb324402958d,True,15,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,252,100252,7c14485434c699c0e929c2bac7b19dbac297ec5b447aed3372e70f7916bfecd8,True,3,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,253,100253,95d4b8219cc176aa295e06376b06f726d4359ade5cd0484ab8c91776b1ca7165,True,6,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,254,100254,8f669af5603ec0cecc58c7fb223795ca817db3872c7e9bb6a754987495418370,True,8,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,255,100255,9d766d1a8ff59a1b7d808098d0b0e5863967f2d372677b00739019e1feaec2d3,True,6,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,256,100256,73ede2d4b2ff2bd1153a1c12abc980357a1757c0f48d3101852938de951819d5,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,257,100257,ecb0a6590e82d47a065ab3b35fc0c14676cb7f3cd3ac47b99eb9dc1d948cf093,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,258,100258,2fdc4887ef46d4a929998df1cbfe2a05752e075961ca643b5b289a23528d2fde,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,259,100259,66433b9714f27d6e4071e2e68befae436b2b8b01d997fd6d8839d0e523cf8c65,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,260,100260,1bb03c1edfa1076b99fccf416aeb319064dad34743505cf0caf7ea7b005326d6,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,261,100261,c4b70641e9c9553a3c0db2ed47d470428a849e40f5c123080adf29bf243fea79,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,262,100262,1f4cf58f99f45dace3fb9f9f7f6466a6774d29777e8be896eaa3a089e6023be9,True,6,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,263,100263,3eec36a8129c5ca70ddfd0261cfb3e766f876b8ced59311591078b0b6269fe98,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,264,100264,30470ccefa191a554c8d8cf5b43eb412296d0109f667af9c8e9a64a32a56dbf0,True,11,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,265,100265,0e5052a0d1affb71d6390ea5adc2d9ea8cb39e35bd647bfe76abca968cba4715,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,266,100266,01249519bf31fb51a8e3982ceaea90c85c26ecf2cf70d62d1bdbda285e4acfc9,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,267,100267,6c7ad82baac119b0e20520552eaca781139489ccf695d2f32bfac706f22ef2be,True,7,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,268,100268,2fd7a9f035e732b51b9694ea1a1c0b014b726b7f35767787d6305ca17e265e19,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,269,100269,db03d4832e26b0a32893049484f19d2ce6523e261b2d68a56040685d20af1ce3,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,270,100270,b2c2ec80f66a83e0798860b8919463be183480be8bb8cf595da00592a373c14f,True,3,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,271,100271,b41d234a59627fe1c36716a95723e9f5a583cf65aa547a3cb46f84d4f275f3f8,True,9,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,272,100272,99e82af65fafd6366f3e1a03d73a248b703b686cb54e608722578b0380ee755a,True,30,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,273,100273,650d2cc423388dd072eba1e65e60220ffc8c277609af4e2f062f885e1914d870,True,3,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,274,100274,0cbfe83942471c4dbec061666c58cb7bcc86c3e360aa0b2f1c1c2da3c1571c71,True,3,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,275,100275,878e2c7a8249c562fdcd59a1563cc116ee2d87738b87204654f4474736db378e,True,8,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,276,100276,5bd4a1e5186a3f2777a6d523d394fb3670a8e080edb66d6c02960196bd61c46b,True,2,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,277,100277,86f35120111fb0ff173c9b9364630d1c70c064ed132dd05ccf50d2c9278f094c,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,278,100278,549258504d77cd626f3decae391c8680328a9b0ca5d43aab8c0addd15bbdfe94,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,279,100279,f83fc7cb9830e0bb032a73c4fe063568f6d7dda5eb8a06462900b934790104d1,True,22,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,280,100280,3ff91fa175126f079559d26791b7d30c7ed5b95cc39f8f50aa0365a06b603874,True,2,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,281,100281,7fd4c562781d3e46b2080fa3ab70414ffb84c753beccaff412412db5ab2e2f86,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,282,100282,233003a6e450e68acbf0f2d2d84d94aab12c32b53a06605fcf67b53cb16f5183,True,9,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,283,100283,8940393a8297095cac3a9353cd55d587d3e53cc149195c9da33a73b58cf49af9,True,8,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,284,100284,071d3415eb065473b2d2eddf5a8e1c0bf653c17b59b0119ecec7d16768d3e73b,True,9,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,285,100285,7674b34720de631641e70f005582aeb885ddf6db3e067710d90115a0fbbc4c1f,True,6,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,286,100286,74387b2cb484606a862d57768a897320102c5b61ceb858ddea4911d9ca9630a2,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,287,100287,ad60570ed615bb49d14c9605bf3e3fcf8f11b5ef534d0828d6eaabe5ba653023,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,288,100288,f58383ba8ca03292982410f73c9ac655e74e120953b600542e83c9a6c216ec7e,True,13,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,289,100289,e8d3807ee050030ef3da8eeae5a333c482b6fa7bcfbea80bf1d36950966620c7,True,8,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,290,100290,003d11b7ccdc0447f6f6a8ef5de98010be7087282dcb01307f436c928f7144f6,True,3,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,291,100291,b0c1a2d5d4da725b9240f74dd4c8e087d4898a3b1449a5229b47d57bf23a3fb2,True,7,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,292,100292,382eb2792d64182752aef8cf0dad7b877dfd43aef4dc1d061a79b3779d9e4f63,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,293,100293,83517969210445ecd191a3d2439ab815fbcdf92cae5adfdc900951537e3949f1,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,294,100294,7bd9ac126332fc408b0df20f4a872166548cd169cfdfcee2dec6d9c69d231b05,True,2,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,295,100295,0912b57b2c2f178ca35ab2a7a0c49e0be0a2f034288082cc0eae0f1cef3f97fe,True,4,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,296,100296,efebeb31cfbcf553c3682783bd6893ee6761d54d5aab033e6718f8f6390949a7,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,297,100297,997b67eef7eef10288501da9ae98fac16651f13b8bf2ae632837b694aa6f5610,True,5,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,298,100298,57858d3000395e35671b655b16d6c98c1bb077fe081a33469248e680a0ce4588,True,8,500,True,0
HighwayEnv,65,epsilon,Epsilon-Greedy DQN,299,100299,722ddbd9efe0ce276a95b935b5ea5c9ec535cf53d1803fe42e73dc3911886282,True,4,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,0,100000,95d83ead048b625f5be496619e3ba191e9017b11f62e52bd2e79429ba24dffd0,True,9,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,1,100001,82f68a64dc42985b8e8ff10f7e366bbdd53d24b0a5906326d05ad8b39730f691,True,10,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,2,100002,4efa798e403218bdd927626fe283f84a45add96d6bde06b6bc5ae1f94399401f,True,9,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,3,100003,8a35474ac96ee9b5f443b37e9c84b7e56e618a6c16675a81f1ceddc9e26e70b9,True,16,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,4,100004,1831e4b8b23d0f5e9288b6d322e3f904cedad16aa60b0b0dc23481ecd3951696,True,10,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,5,100005,ae8e15b3a7a77564dc81248b7c2926202c31f4e2f389482a05f1dfd10c75ea50,True,29,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,6,100006,fe85cb5229ed0d8e0b797e1c66d1a086046d832a0ff87ece6ca2da2bb198acd0,True,12,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,7,100007,ef17435f9b0f36e38ba3e2bf03d1c95704f20760718c96adc217169e6c7bbac4,True,4,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,8,100008,4614692d96ffa65d7177add7e5fc8f49226eda0081c4a013c3134a173040f62d,True,12,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,9,100009,9d48a009541d25a9b8ba47eced81469b339c2cd35f8052845e583ea1d5d3e79c,True,4,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,10,100010,43badc39b14438530784ac1841be19b2918aa9b41660f0b0859cad697497d339,True,12,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,11,100011,5b16875f1191c9956f580e77b805f571a107ecfde5a1c2ac8917f22e1a24536c,True,7,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,12,100012,4737c990f5828f2e7d71723955072276f4e6f0b29e6a7a58f4ab1215f4a0a2d2,True,12,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,13,100013,ac11bd24734943cb26a8495cbd5aa815dccf1e14a710d603a02949abf4a82d9e,True,14,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,14,100014,56752d88c7e0951bd9c7a3a353372cab4d26c2535b8dcde2bacfef6e249ace05,True,29,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,15,100015,6aa90bec518de19e4176399222c2dcebf2166e52ccab935d6a1074f5eb6d94fe,True,5,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,16,100016,5a6dff388770ad849190c17eb7b17420d45ca54bf07d260b4ad95b4639da5fbd,True,18,500,True,0
HighwayEnv,65,noisy,NoisyNet DQN,17,100017,6b7d696a1137899d3bf92cb50f618d0d1c3e53ee2c770437bafd75aa26664bd4,True,3,500,True,0
